key,text,location,screen,context,type,variables,notes
"ai.chat.other_6","אפשר לבקש ממני לחפש, ליצור מסמכים, להכין שליחות ולעקוב — בעברית רגילה.","src/components/ai/XtraAi.tsx:352","XTRA AI (עוזר צ׳אט)","פסקת הסבר במסך","other","",""
"ai.chat.other_7","פעולות שמשנות נתונים או שולחות מסמכים תמיד יוצגו לאישור לפני שאבצע אותן.","src/components/ai/XtraAi.tsx:355","XTRA AI (עוזר צ׳אט)","פסקת הסבר במסך","other","",""
"ai.chat.quick_actions.0","מה דורש טיפול?","src/components/ai/XtraAi.tsx:44","XTRA AI (עוזר צ׳אט)","כפתור / פעולה","button","","glossary term — keep consistent: דורש טיפול"
"ai.chat.aria_5","חושב","src/components/ai/XtraAi.tsx:442","XTRA AI (עוזר צ׳אט)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","",""
"ai.chat.quick_actions.1","מי עדיין לא חתם?","src/components/ai/XtraAi.tsx:45","XTRA AI (עוזר צ׳אט)","כפתור / פעולה","button","",""
"ai.chat.quick_actions.2","הראה לי את המסמכים האחרונים","src/components/ai/XtraAi.tsx:46","XTRA AI (עוזר צ׳אט)","כפתור / פעולה","button","",""
"ai.chat.quick_actions.3","צור קבוצה חדשה","src/components/ai/XtraAi.tsx:47","XTRA AI (עוזר צ׳אט)","כפתור / פעולה","button","",""
"ai.chat.placeholder_1","מה תרצו שאעשה?","src/components/ai/XtraAi.tsx:475","XTRA AI (עוזר צ׳אט)","טקסט placeholder בתוך שדה קלט ריק","placeholder","",""
"ai.chat.aria_6","הודעה ל-XTRA AI","src/components/ai/XtraAi.tsx:476","XTRA AI (עוזר צ׳אט)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","",""
"ai.chat.aria_7","עצירת התשובה","src/components/ai/XtraAi.tsx:483","XTRA AI (עוזר צ׳אט)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","",""
"nav.shell.aria_4","תפריט ניווט","src/components/AppShell.tsx:126","ניווט ראשי (תפריט עליון / תפריט נייד)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","",""
"nav.shell.aria_5","סגירת התפריט","src/components/AppShell.tsx:136","ניווט ראשי (תפריט עליון / תפריט נייד)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","",""
"nav.shell.nav.0.label","בית","src/components/AppShell.tsx:15","ניווט ראשי (תפריט עליון / תפריט נייד)","פריט בתפריט הניווט","nav","",""
"nav.shell.nav.1.label","ספקים","src/components/AppShell.tsx:16","ניווט ראשי (תפריט עליון / תפריט נייד)","פריט בתפריט הניווט","nav","","glossary term — keep consistent: ספקים; same text also at: src/components/companies/CompanyList.tsx:84, src/components/documents/CompanyStep.tsx:381, src/components/groups/AddCompaniesDialog.tsx:79 (+12 more)"
"nav.shell.nav.2.label","לקוחות","src/components/AppShell.tsx:17","ניווט ראשי (תפריט עליון / תפריט נייד)","פריט בתפריט הניווט","nav","","glossary term — keep consistent: לקוחות; same text also at: src/components/companies/CompanyList.tsx:84, src/components/documents/CompanyStep.tsx:382, src/components/groups/AddCompaniesDialog.tsx:79 (+10 more)"
"nav.shell.nav.3.label","קמפיינים","src/components/AppShell.tsx:18","ניווט ראשי (תפריט עליון / תפריט נייד)","פריט בתפריט הניווט","nav","","same text also at: src/app/projects/page.tsx:51"
"nav.shell.nav.4.label","הסכמים","src/components/AppShell.tsx:19","ניווט ראשי (תפריט עליון / תפריט נייד)","פריט בתפריט הניווט","nav","","glossary term — keep consistent: הסכמים; same text also at: src/lib/campaigns.ts:36, src/app/companies/[id]/page.tsx:66, src/app/agreements/page.tsx:54 (+1 more)"
"nav.shell.nav.5.label","תבניות","src/components/AppShell.tsx:20","ניווט ראשי (תפריט עליון / תפריט נייד)","פריט בתפריט הניווט","nav","","same text also at: src/app/templates/page.tsx:23"
"nav.shell.nav.6.label","הגדרות","src/components/AppShell.tsx:21","ניווט ראשי (תפריט עליון / תפריט נייד)","פריט בתפריט הניווט","nav","","same text also at: src/lib/campaigns.ts:38, src/components/projects/ProjectRowMenu.tsx:27, src/components/settings/SettingsNav.tsx:25"
"nav.shell.aria_1","פתיחת התפריט","src/components/AppShell.tsx:61","ניווט ראשי (תפריט עליון / תפריט נייד)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","",""
"nav.shell.aria_2","XTRA SIGN — דף הבית","src/components/AppShell.tsx:74","ניווט ראשי (תפריט עליון / תפריט נייד)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","","glossary term — keep consistent: XTRA Sign"
"nav.shell.aria_3","ניווט ראשי","src/components/AppShell.tsx:95","ניווט ראשי (תפריט עליון / תפריט נייד)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","","same text also at: src/components/AppShell.tsx:142"
"canvas.editor.error_1","התמונה גדולה מדי (עד 4MB).","src/components/canvas/CanvasEditor.tsx:150","עורך עיצוב (קנבס)","הודעת שגיאה שמוצגת אחרי פעולה שנכשלה","error","",""
"canvas.editor.error_2","יש להזין שם למסמך כדי להמשיך.","src/components/canvas/CanvasEditor.tsx:166","עורך עיצוב (קנבס)","הודעת שגיאה שמוצגת אחרי פעולה שנכשלה","error","","same text also at: src/components/composer/UnifiedComposer.tsx:167"
"canvas.editor.button_1","→ חזרה","src/components/canvas/CanvasEditor.tsx:221","עורך עיצוב (קנבס)","כפתור / פעולה","button","","same text also at: src/components/composer/UnifiedComposer.tsx:224"
"canvas.editor.other_1","עבור {companyName}","src/components/canvas/CanvasEditor.tsx:237","עורך עיצוב (קנבס)","טקסט קצר במסך","other","{companyName}","placeholders must stay exactly as written; same text also at: src/components/composer/UnifiedComposer.tsx:240"
"canvas.editor.aria_1","שחזור","src/components/canvas/CanvasEditor.tsx:245","עורך עיצוב (קנבס)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","","same text also at: src/components/composer/UnifiedComposer.tsx:264"
"canvas.editor.button_2","עמוד מלא","src/components/canvas/CanvasEditor.tsx:260","עורך עיצוב (קנבס)","כפתור / פעולה","button","","same text also at: src/components/editor/FieldEditor.tsx:388"
"canvas.editor.button_3","רוחב","src/components/canvas/CanvasEditor.tsx:262","עורך עיצוב (קנבס)","כפתור / פעולה","button","","same text also at: src/components/composer/TablePanel.tsx:44, src/components/composer/TablePanel.tsx:79, src/components/editor/FieldEditor.tsx:395"
"canvas.editor.other_2","נשמר","src/components/canvas/CanvasEditor.tsx:266","עורך עיצוב (קנבס)","טקסט קצר במסך (אחת מגרסאות טקסט מותנות)","other","","same text also at: src/components/editor/FieldEditor.tsx:450, src/components/editor/FieldToolbar.tsx:73, src/components/editor/RecipientForm.tsx:106"
"canvas.editor.other_3","יש שינויים שלא נשמרו","src/components/canvas/CanvasEditor.tsx:266","עורך עיצוב (קנבס)","טקסט קצר במסך (אחת מגרסאות טקסט מותנות)","other","",""
"canvas.editor.button_4","שמירה והמשך","src/components/canvas/CanvasEditor.tsx:275","עורך עיצוב (קנבס)","כפתור / פעולה (אחת מגרסאות טקסט מותנות)","button","","same text also at: src/components/composer/UnifiedComposer.tsx:247"
"canvas.editor.button_5","עיצוב מוכן לדוגמה <span> הסכם חודש התיירות — 3 עמודים מעוצבים </span>","src/components/canvas/CanvasEditor.tsx:311","עורך עיצוב (קנבס)","כפתור / פעולה","button","","glossary term — keep consistent: הסכמים"
"canvas.editor.heading_1","מדיה","src/components/canvas/CanvasEditor.tsx:323","עורך עיצוב (קנבס)","כותרת","heading","",""
"canvas.editor.button_6","תמונה","src/components/canvas/CanvasEditor.tsx:324","עורך עיצוב (קנבס)","כפתור / פעולה","button","","same text also at: src/components/canvas/CanvasEditor.tsx:440, src/components/canvas/element-factory.ts:98"
"canvas.editor.heading_2","עיצוב","src/components/canvas/CanvasEditor.tsx:327","עורך עיצוב (קנבס)","כותרת","heading","",""
"canvas.editor.button_7","רקע לעמוד","src/components/canvas/CanvasEditor.tsx:332","עורך עיצוב (קנבס)","כפתור / פעולה","button","",""
"canvas.editor.heading_3","שדות לחתימה","src/components/canvas/CanvasEditor.tsx:338","עורך עיצוב (קנבס)","כותרת","heading","",""
"canvas.editor.aria_2","הוספת עמוד","src/components/canvas/CanvasEditor.tsx:372","עורך עיצוב (קנבס)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","",""
"canvas.editor.button_8","שכפל","src/components/canvas/CanvasEditor.tsx:377","עורך עיצוב (קנבס)","כפתור / פעולה","button","",""
"canvas.editor.button_9","מחק","src/components/canvas/CanvasEditor.tsx:380","עורך עיצוב (קנבס)","כפתור / פעולה","button","","same text also at: src/components/deletion/DeleteDialog.tsx:282"
"canvas.editor.label_7","רקע","src/components/canvas/CanvasEditor.tsx:383","עורך עיצוב (קנבס)","תווית שדה / פריט","label","",""
"canvas.editor.aria_3","צבע רקע לעמוד","src/components/canvas/CanvasEditor.tsx:384","עורך עיצוב (קנבס)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך","aria","",""
"canvas.editor.heading_4","שכבות","src/components/canvas/CanvasEditor.tsx:391","עורך עיצוב (קנבס)","כותרת מקטע","heading","",""
"canvas.editor.other_5","העמוד ריק.","src/components/canvas/CanvasEditor.tsx:393","עורך עיצוב (קנבס)","פסקת הסבר במסך","other","",""
"canvas.editor.aria_4","הצג","src/components/canvas/CanvasEditor.tsx:403","עורך עיצוב (קנבס)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך (אחת מגרסאות טקסט מותנות)","aria","",""
"canvas.editor.aria_5","הסתר","src/components/canvas/CanvasEditor.tsx:403","עורך עיצוב (קנבס)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך (אחת מגרסאות טקסט מותנות)","aria","",""
"canvas.editor.aria_6","שחרור נעילה","src/components/canvas/CanvasEditor.tsx:408","עורך עיצוב (קנבס)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך (אחת מגרסאות טקסט מותנות)","aria","",""
"canvas.editor.aria_7","נעילה","src/components/canvas/CanvasEditor.tsx:408","עורך עיצוב (קנבס)","תיאור נגישות לקורא מסך (aria) — לא נראה על המסך (אחת מגרסאות טקסט מותנות)","aria","",""
"canvas.editor.button_10","הבא קדימה","src/components/canvas/CanvasEditor.tsx:421","עורך עיצוב (קנבס)","כפתור כלי בסרגל העריכה","button","",""
"canvas.editor.button_11","שלח אחורה","src/components/canvas/CanvasEditor.tsx:422","עורך עיצוב (קנבס)","כפתור כלי בסרגל העריכה","button","",""
"canvas.editor.other_6","צורה","src/components/canvas/CanvasEditor.tsx:444","עורך עיצוב (קנבס)","טקסט במסך","other","",""
